id,degree_x,degree_centrality_x,betweenness_centrality_x,eigenvector_centrality,closeness_centrality,label,degree_y,degree_centrality_y,betweenness_centrality_y,community
Josh,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Josh,28,0.0251572327044025,0.0,1
Larry Delson,34,0.030548068283917342,4.2203305980070066e-05,0.044354398556009346,0.4779177439169738,Larry Delson,34,0.0305480682839173,4.2203305980070066e-05,1
Leon,33,0.02964959568733154,0.00013768643432297966,0.04320498998411215,0.47683648205290824,Leon,33,0.0296495956873315,0.0001376864343229,1
Melanie Spinella,36,0.03234501347708895,8.568604000848087e-05,0.04503176066344155,0.4783516229400487,Melanie Spinella,36,0.0323450134770889,8.568604000848087e-05,1
Ralph Lerner,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Ralph Lerner,28,0.0251572327044025,0.0,1
Richard Joslin,37,0.033243486073674756,9.133996892541659e-05,0.045548297984547695,0.4785688580095037,Richard Joslin,37,0.0332434860736747,9.13399689254166e-05,1
Rick Bronstein,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Rick Bronstein,28,0.0251572327044025,0.0,1
Samantha,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Samantha,28,0.0251572327044025,0.0,1
Thomas Turrin,34,0.030548068283917342,4.2203305980070066e-05,0.044354398556009346,0.4779177439169738,Thomas Turrin,34,0.0305480682839173,4.2203305980070066e-05,1
Tom,45,0.04043126684636119,0.008580965533204475,0.0401161909490081,0.4833984519894161,Tom,45,0.0404312668463611,0.0085809655332044,5
Victoria,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Victoria,28,0.0251572327044025,0.0,1
Wendy Dolman,34,0.030548068283917342,4.2203305980070066e-05,0.044354398556009346,0.4779177439169738,Wendy Dolman,34,0.0305480682839173,4.2203305980070066e-05,1
Cecilia Steen,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Cecilia Steen,1,0.0008984725965858,0.0,0
Barry Josephson,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Barry Josephson,2,0.0017969451931716,0.0,0
Niall McCarthy,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Niall McCarthy,2,0.0017969451931716,0.0,0
Heather Mann,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Heather Mann,2,0.0017969451931716,0.0,0
Heather Man,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Heather Man,2,0.0017969451931716,0.0,0
Thorbjon JagIan,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Thorbjon JagIan,1,0.0008984725965858,0.0,0
Thorbjon Jaglan,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Thorbjon Jaglan,2,0.0017969451931716,0.0,0
Thorbjon Jagland,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Thorbjon Jagland,2,0.0017969451931716,0.0,0
Bruce Moskowitz,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Bruce Moskowitz,2,0.0017969451931716,0.0,0
David L. Hayes,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,David L. Hayes,2,0.0017969451931716,0.0,0
Gerald B. Lefcourt,4,0.0035938903863432167,0.0,0.014935410957548067,0.4675282277448657,Gerald B. Lefcourt,4,0.0035938903863432,0.0,0
Malia McLaughlin Zimmerman,4,0.0035938903863432167,0.0,0.014935410957548067,0.4675282277448657,Malia McLaughlin Zimmerman,4,0.0035938903863432,0.0,0
Terry KafkaMill,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Terry KafkaMill,1,0.0008984725965858,0.0,0
Micha Miller,4,0.0035938903863432167,0.0,0.01653436804068744,0.46835938903863433,Micha Miller,4,0.0035938903863432,0.0,0
Michael C. Miller,4,0.0035938903863432167,0.0,0.01653436804068744,0.46835938903863433,Michael C. Miller,4,0.0035938903863432,0.0,0
Bennet J. Moskowitz,7,0.006289308176100629,1.0773052716856164e-06,0.016093079987261026,0.4694025057180077,Bennet J. Moskowitz,7,0.0062893081761006,1.0773052716856164e-06,0
Gary H. Baise,7,0.006289308176100629,1.0773052716856164e-06,0.016093079987261026,0.4694025057180077,Gary H. Baise,7,0.0062893081761006,1.0773052716856164e-06,0
Deepak Chopra,5,0.004492362982929021,1.0773052716856164e-06,0.014173461873057685,0.466906790135989,Deepak Chopra,5,0.004492362982929,1.0773052716856164e-06,6
Conchita Sarnoff,6,0.005390835579514825,0.0,0.015517954731889803,0.4691935108356755,Conchita Sarnoff,6,0.0053908355795148,0.0,0
Martin Feinberg,6,0.005390835579514825,0.0,0.015517954731889803,0.4691935108356755,Martin Feinberg,6,0.0053908355795148,0.0,0
Marty Feinberg,6,0.005390835579514825,0.0,0.015517954731889803,0.4691935108356755,Marty Feinberg,6,0.0053908355795148,0.0,0
Roger Stone,6,0.005390835579514825,0.0,0.015517954731889803,0.4691935108356755,Roger Stone,6,0.0053908355795148,0.0,0
Joscha Bach,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Joscha Bach,2,0.0017969451931716,0.0,0
Roger,4,0.0035938903863432167,0.0,0.014881785316587999,0.46815132178450786,Roger,4,0.0035938903863432,0.0,0
Joscha Bachl,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Joscha Bachl,2,0.0017969451931716,0.0,0
David Mann,16,0.014375561545372867,4.972178177010537e-07,0.01976901312593976,0.47003060898168025,David Mann,16,0.0143755615453728,4.972178177010537e-07,2
Erin Billings,16,0.014375561545372867,4.972178177010537e-07,0.01976901312593976,0.47003060898168025,Erin Billings,16,0.0143755615453728,4.972178177010537e-07,2
Jason Weinstein,16,0.014375561545372867,4.972178177010537e-07,0.01976901312593976,0.47003060898168025,Jason Weinstein,16,0.0143755615453728,4.972178177010537e-07,2
Katelyn Wohlford,16,0.014375561545372867,4.972178177010537e-07,0.01976901312593976,0.47003060898168025,Katelyn Wohlford,16,0.0143755615453728,4.972178177010537e-07,2
Kathryn King,16,0.014375561545372867,4.972178177010537e-07,0.01976901312593976,0.47003060898168025,Kathryn King,16,0.0143755615453728,4.972178177010537e-07,2
Michael Keough,16,0.014375561545372867,4.972178177010537e-07,0.01976901312593976,0.47003060898168025,Michael Keough,16,0.0143755615453728,4.972178177010537e-07,2
Michael Miller,25,0.022461814914645106,0.003616944556667807,0.02346812980301768,0.4734090859554929,Michael Miller,25,0.0224618149146451,0.0036169445566678,2
Osman Oz.,16,0.014375561545372867,4.972178177010537e-07,0.01976901312593976,0.47003060898168025,Osman Oz.,16,0.0143755615453728,4.972178177010537e-07,2
Remzi Kulen,16,0.014375561545372867,4.972178177010537e-07,0.01976901312593976,0.47003060898168025,Remzi Kulen,16,0.0143755615453728,4.972178177010537e-07,2
Steven Eliopoulos,14,0.012578616352201259,0.0,0.018914268320111925,0.4696116868702884,Steven Eliopoulos,14,0.0125786163522012,0.0,2
Will Bohlen,16,0.014375561545372867,4.972178177010537e-07,0.01976901312593976,0.47003060898168025,Will Bohlen,16,0.0143755615453728,4.972178177010537e-07,2
William Drake,14,0.012578616352201259,0.0,0.018914268320111925,0.4696116868702884,William Drake,14,0.0125786163522012,0.0,2
Y. Alp Aslandogan,16,0.014375561545372867,4.972178177010537e-07,0.01976901312593976,0.47003060898168025,Y. Alp Aslandogan,16,0.0143755615453728,4.972178177010537e-07,2
"Drake, William",14,0.012578616352201259,0.0,0.018914268320111925,0.4696116868702884,"Drake, William",14,0.0125786163522012,0.0,2
"Eliopoulos, Steven",14,0.012578616352201259,0.0,0.018914268320111925,0.4696116868702884,"Eliopoulos, Steven",14,0.0125786163522012,0.0,2
Charles,3,0.0026954177897574125,0.0,0.00044575248981499065,0.317795122236709,Charles,3,0.0026954177897574,0.0,0
Michael,3,0.0026954177897574125,0.0,0.00044575248981499065,0.317795122236709,Michael,3,0.0026954177897574,0.0,0
Players2,3,0.0026954177897574125,0.0,0.00044575248981499065,0.317795122236709,Players2,3,0.0026954177897574,0.0,0
Alex Jennings,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Alex Jennings,23,0.0206648697214734,2.655636708327962e-06,7
Daniel Schecter,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Daniel Schecter,23,0.0206648697214734,2.655636708327962e-06,7
Dean Dunlavey,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Dean Dunlavey,23,0.0206648697214734,2.655636708327962e-06,7
Frank Pizzurro,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Frank Pizzurro,23,0.0206648697214734,2.655636708327962e-06,7
Greg Robins,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Greg Robins,23,0.0206648697214734,2.655636708327962e-06,7
Jamie Wine,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Jamie Wine,23,0.0206648697214734,2.655636708327962e-06,7
Jeffrey Greenberg,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Jeffrey Greenberg,23,0.0206648697214734,2.655636708327962e-06,7
Nicole Bruno,18,0.016172506738544475,0.0,0.02474401625960136,0.4704502791682711,Nicole Bruno,18,0.0161725067385444,0.0,7
Nicole Harris,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Nicole Harris,23,0.0206648697214734,2.655636708327962e-06,7
Nima Mohebbi,18,0.016172506738544475,0.0,0.02474401625960136,0.4704502791682711,Nima Mohebbi,18,0.0161725067385444,0.0,7
Steve Bauer,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Steve Bauer,23,0.0206648697214734,2.655636708327962e-06,7
Wendy Moore,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Wendy Moore,23,0.0206648697214734,2.655636708327962e-06,7
Andrew Khouri,35,0.031446540880503145,0.00010301731660493707,0.034409993928653314,0.47404796461400234,Andrew Khouri,35,0.0314465408805031,0.0001030173166049,7
Farooq Bajwa,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Farooq Bajwa,23,0.0206648697214734,2.655636708327962e-06,7
Lubna Qassim,40,0.03593890386343217,0.00017892971178788694,0.03733646370168277,0.47597498886040074,Lubna Qassim,40,0.0359389038634321,0.0001789297117878,7
Phil Hirschkorn,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,Phil Hirschkorn,23,0.0206648697214734,2.655636708327962e-06,7
William A. Isaacson,23,0.020664869721473494,2.655636708327962e-06,0.027670486032630812,0.47234810638141067,William A. Isaacson,23,0.0206648697214734,2.655636708327962e-06,7
David Boies,25,0.022461814914645106,0.003445432703042146,0.026417044535316424,0.47277192702419346,David Boies,25,0.0224618149146451,0.0034454327030421,2
Kathryn Ruemmler,20,0.017969451931716084,0.0,0.025774774575867722,0.4717137982707821,Kathryn Ruemmler,20,0.017969451931716,0.0,7
Larry Scudder,20,0.017969451931716084,0.0,0.025774774575867722,0.4717137982707821,Larry Scudder,20,0.017969451931716,0.0,7
Mohebbi,20,0.017969451931716084,0.0,0.025774774575867722,0.4717137982707821,Mohebbi,20,0.017969451931716,0.0,7
Nima,20,0.017969451931716084,0.0,0.025774774575867722,0.4717137982707821,Nima,20,0.017969451931716,0.0,7
Bauer Steve,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Bauer Steve,20,0.017969451931716,0.0,7
Brearton Chris,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Brearton Chris,20,0.017969451931716,0.0,7
Bruno Nicole,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Bruno Nicole,20,0.017969451931716,0.0,7
Cleaves John,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Cleaves John,20,0.017969451931716,0.0,7
Dunlavey Dean,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Dunlavey Dean,20,0.017969451931716,0.0,7
Fisher Alice,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Fisher Alice,20,0.017969451931716,0.0,7
Greenberg Jeffrey,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Greenberg Jeffrey,20,0.017969451931716,0.0,7
Harris Nicole,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Harris Nicole,20,0.017969451931716,0.0,7
Jennings Alex,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Jennings Alex,20,0.017969451931716,0.0,7
Lee Frank,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Lee Frank,20,0.017969451931716,0.0,7
Mohebbi Nima,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Mohebbi Nima,20,0.017969451931716,0.0,7
Moore Wendy,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Moore Wendy,20,0.017969451931716,0.0,7
Pizzurro Frank,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Pizzurro Frank,20,0.017969451931716,0.0,7
Robins Greg,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Robins Greg,20,0.017969451931716,0.0,7
Schecter Daniel,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Schecter Daniel,20,0.017969451931716,0.0,7
William Isaacson,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,William Isaacson,20,0.017969451931716,0.0,7
Wine Jamie,20,0.017969451931716084,0.0,0.025163849756029574,0.4708706994356243,Wine Jamie,20,0.017969451931716,0.0,7
Charles Michael,3,0.0026954177897574125,0.0,0.014441743265819203,0.4685676413236671,Charles Michael,3,0.0026954177897574,0.0,0
Michael Charles,3,0.0026954177897574125,0.0,0.014441743265819203,0.4685676413236671,Michael Charles,3,0.0026954177897574,0.0,0
Zubair Khan,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Zubair Khan,1,0.0008984725965858,0.0,0
Landor Thomas Jr.,2,0.0017969451931716084,0.0,0.012518608164733007,0.4664934153771258,Landor Thomas Jr.,2,0.0017969451931716,0.0,8
Soon-Yi,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Soon-Yi,1,0.0008984725965858,0.0,0
David Bianco,3,0.0026954177897574125,0.0,0.013848161733308348,0.4667000112209598,David Bianco,3,0.0026954177897574,0.0,1
Stewart Oldfield,3,0.0026954177897574125,0.0,0.013848161733308348,0.4667000112209598,Stewart Oldfield,3,0.0026954177897574,0.0,1
Caroline Lang,4,0.0035938903863432167,4.4631218398404115e-06,0.014651388388164367,0.46815132178450786,Caroline Lang,4,0.0035938903863432,4.4631218398404115e-06,0
LH,4,0.0035938903863432167,5.386526358428082e-07,0.012969767365744093,0.4667000112209598,LH,4,0.0035938903863432,5.386526358428082e-07,0
lhsoffice,4,0.0035938903863432167,1.6159579075284246e-06,0.013004985251586968,0.4667000112209598,lhsoffice,4,0.0035938903863432,1.6159579075284246e-06,0
LHS,6,0.005390835579514825,6.194505312192294e-06,0.013587207028113899,0.4671137523656592,LHS,6,0.0053908355795148,6.194505312192294e-06,0
Ihsofficel,3,0.0026954177897574125,0.0,0.012675918862861438,0.4664934153771258,Ihsofficel,3,0.0026954177897574,0.0,0
"Landon Thomas, Jr.",2,0.0017969451931716084,0.0,0.012518608164733007,0.4664934153771258,"Landon Thomas, Jr.",2,0.0017969451931716,0.0,8
Joseph Palazzolo,4,0.0035938903863432167,0.0,0.015861504198113257,0.46898470197460046,Joseph Palazzolo,4,0.0035938903863432,0.0,0
Gianni Serazzi,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Gianni Serazzi,1,0.0008984725965858,0.0,0
Miller Michael,4,0.0035938903863432167,0.0,0.01469607452701566,0.46815132178450786,Miller Michael,4,0.0035938903863432,0.0,0
Palazzolo Joseph,4,0.0035938903863432167,0.0,0.01469607452701566,0.46815132178450786,Palazzolo Joseph,4,0.0035938903863432,0.0,0
Weingarten Reid,4,0.0035938903863432167,0.0,0.01469607452701566,0.46815132178450786,Weingarten Reid,4,0.0035938903863432,0.0,0
Andres Serrano,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Andres Serrano,1,0.0008984725965858,0.0,0
David Schoen,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,David Schoen,1,0.0008984725965858,0.0,0
Blake Ellis,4,0.0035938903863432167,0.0,0.01653436804068744,0.46835938903863433,Blake Ellis,4,0.0035938903863432,0.0,0
Melanie Hicken,4,0.0035938903863432167,0.0,0.01653436804068744,0.46835938903863433,Melanie Hicken,4,0.0035938903863432,0.0,0
Alan Dlugash,7,0.006289308176100629,0.0,0.01751883341432086,0.4675282277448657,Alan Dlugash,7,0.0062893081761006,0.0,1
Leon Black,8,0.0071877807726864335,5.655852676349486e-06,0.017800672898354797,0.46773574138345636,Leon Black,8,0.0071877807726864,5.655852676349486e-06,1
Tom Turrin,7,0.006289308176100629,0.0,0.01751883341432086,0.4675282277448657,Tom Turrin,7,0.0062893081761006,0.0,1
DARREN K. INDYKE,2,0.0017969451931716084,0.0,0.01401660050273022,0.46773574138345636,DARREN K. INDYKE,2,0.0017969451931716,0.0,0
Peter Atti,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Peter Atti,1,0.0008984725965858,0.0,0
stanpottinger,2,0.0017969451931716084,0.0,0.013364364841021688,0.4662870023614722,stanpottinger,2,0.0017969451931716,0.0,2
Mark Lloyd,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Mark Lloyd,1,0.0008984725965858,0.0,0
Jane Doe,7,0.006289308176100629,1.3466315896070203e-05,0.015206472098184482,0.46815132178450786,Jane Doe,7,0.0062893081761006,1.3466315896070205e-05,2
Thomas Meagher,6,0.005390835579514825,5.719336737002389e-06,0.01671950612011939,0.46877607888653344,Thomas Meagher,6,0.0053908355795148,5.719336737002389e-06,2
Kathy Ruemmlerl,3,0.0026954177897574125,0.0,0.012707285568320357,0.4664934153771258,Kathy Ruemmlerl,3,0.0026954177897574,0.0,2
"Meagher, Thomas",3,0.0026954177897574125,0.0,0.012707285568320357,0.4664934153771258,"Meagher, Thomas",3,0.0026954177897574,0.0,2
Jabor Y.,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Jabor Y.,1,0.0008984725965858,0.0,0
ehbarak,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,ehbarak,1,0.0008984725965858,0.0,0
Harry Fisch,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Harry Fisch,1,0.0008984725965858,0.0,0
Robert Lawrence Kuhn,2,0.0017969451931716084,0.0,0.012410963843768566,0.4662870023614722,Robert Lawrence Kuhn,2,0.0017969451931716,0.0,1
Governor Kenneth E. Mapp,2,0.0017969451931716084,0.0,0.012393087934303262,0.4662870023614722,Governor Kenneth E. Mapp,2,0.0017969451931716,0.0,0
Renata Bolotova,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Renata Bolotova,1,0.0008984725965858,0.0,0
David Blaine,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,David Blaine,1,0.0008984725965858,0.0,0
Ken Starr,39,0.03504043126684636,0.0009439711485047037,0.045840987435949526,0.4781345849986058,Ken Starr,39,0.0350404312668463,0.0009439711485047,0
Dr Bruce L Dennis,2,0.0017969451931716084,0.0,0.012518608164733007,0.4664934153771258,Dr Bruce L Dennis,2,0.0017969451931716,0.0,8
Jabor Y,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Jabor Y,1,0.0008984725965858,0.0,0
Ariane de Rothschild,3,0.0026954177897574125,8.079789537642123e-07,0.012639785787654907,0.4664934153771258,Ariane de Rothschild,3,0.0026954177897574,8.079789537642123e-07,0
Valeria Chomsky,2,0.0017969451931716084,0.0,0.012364052661122315,0.4662870023614722,Valeria Chomsky,2,0.0017969451931716,0.0,0
Ozan Tarman,2,0.0017969451931716084,0.0,0.012518608164733007,0.4664934153771258,Ozan Tarman,2,0.0017969451931716,0.0,8
Nicholas Drinkwater,2,0.0017969451931716084,0.0,0.012518608164733007,0.4664934153771258,Nicholas Drinkwater,2,0.0017969451931716,0.0,8
Amanda Ens,13,0.011680143755615454,2.2084758069555135e-05,0.017516131301568042,0.46877607888653344,Amanda Ens,13,0.0116801437556154,2.2084758069555135e-05,1
Alain Forget,5,0.004492362982929021,0.0,0.013737935742792152,0.466906790135989,Alain Forget,5,0.004492362982929,0.0,2
Benjamin Harnwell,9,0.008086253369272238,7.271810583877911e-06,0.01510777032943897,0.46773574138345636,Benjamin Harnwell,9,0.0080862533692722,7.271810583877911e-06,2
Deborah Lubov,5,0.004492362982929021,0.0,0.013737935742792152,0.466906790135989,Deborah Lubov,5,0.004492362982929,0.0,2
Mario Fantini,5,0.004492362982929021,0.0,0.013737935742792152,0.466906790135989,Mario Fantini,5,0.004492362982929,0.0,2
Steve Bannon,43,0.03863432165318958,0.0006791524808647502,0.029912997632309167,0.47597498886040074,Steve Bannon,43,0.0386343216531895,0.0006791524808647,2
Linda Pinto,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Linda Pinto,1,0.0008984725965858,0.0,0
Marc LEON,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Marc LEON,1,0.0008984725965858,0.0,0
Marc Kensington,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Marc Kensington,1,0.0008984725965858,0.0,0
Dangene and Jennie Enterprise,3,0.0026954177897574125,8.079789537642123e-07,0.012633176371233564,0.4664934153771258,Dangene and Jennie Enterprise,3,0.0026954177897574,8.079789537642123e-07,0
Dangene and Jennie Enterpris,2,0.0017969451931716084,0.0,0.012354036337239097,0.4662870023614722,Dangene and Jennie Enterpris,2,0.0017969451931716,0.0,0
Jean Huguen,2,0.0017969451931716084,0.0,0.013513791612576695,0.4662870023614722,Jean Huguen,2,0.0017969451931716,0.0,1
Jean HUGUEN,2,0.0017969451931716084,0.0,0.013513791612576695,0.4662870023614722,Jean HUGUEN,2,0.0017969451931716,0.0,1
Afri zp,2,0.0017969451931716084,0.0,0.013325158976856922,0.4667000112209598,Afri zp,2,0.0017969451931716,0.0,0
Stephen L Jen,2,0.0017969451931716084,0.0,0.012518608164733007,0.4664934153771258,Stephen L Jen,2,0.0017969451931716,0.0,8
Larry Summer,2,0.0017969451931716084,0.0,0.012391056510307969,0.4662870023614722,Larry Summer,2,0.0017969451931716,0.0,0
Kathy,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Kathy,1,0.0008984725965858,0.0,0
Alireza Ittihadieh,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Alireza Ittihadieh,1,0.0008984725965858,0.0,0
Amand Ens,2,0.0017969451931716084,0.0,0.012605638279972738,0.4662870023614722,Amand Ens,2,0.0017969451931716,0.0,0
Richard Kah,3,0.0026954177897574125,0.0,0.013932957387307685,0.4667000112209598,Richard Kah,3,0.0026954177897574,0.0,1
Joi,2,0.0017969451931716084,0.0,0.012355551274752397,0.4662870023614722,Joi,2,0.0017969451931716,0.0,0
Margaret Slattery,3,0.0026954177897574125,8.079789537642123e-07,0.012698706180085235,0.4664934153771258,Margaret Slattery,3,0.0026954177897574,8.079789537642123e-07,0
Daniel Lundquist,4,0.0035938903863432167,0.0,0.014476605545697985,0.466906790135989,Daniel Lundquist,4,0.0035938903863432,0.0,1
David Fiszel,2,0.0017969451931716084,0.0,0.013528027190910908,0.4664934153771258,David Fiszel,2,0.0017969451931716,0.0,1
Gino Yu,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Gino Yu,2,0.0017969451931716,0.0,0
Paul Schulte,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Paul Schulte,2,0.0017969451931716,0.0,0
Dick Cavett,2,0.0017969451931716084,0.0,0.013513791612576695,0.4662870023614722,Dick Cavett,2,0.0017969451931716,0.0,1
Ken Star,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Ken Star,1,0.0008984725965858,0.0,0
Thanu Cnx,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Thanu Cnx,2,0.0017969451931716,0.0,0
edrobles erobles,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,edrobles erobles,2,0.0017969451931716,0.0,0
Paul V Morris,1,0.0008984725965858042,0.0,9.413034948527371e-40,0.0008984725965858042,Paul V Morris,1,0.0008984725965858,0.0,31
Sean T Lehane,1,0.0008984725965858042,0.0,9.413034948527371e-40,0.0008984725965858042,Sean T Lehane,1,0.0008984725965858,0.0,31
Richard Merkin,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Richard Merkin,1,0.0008984725965858,0.0,0
Kathy Ruemmle,2,0.0017969451931716084,0.0,0.01419752221877706,0.4671137523656592,Kathy Ruemmle,2,0.0017969451931716,0.0,0
Ramsey Elkholy,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Ramsey Elkholy,1,0.0008984725965858,0.0,0
Purevsuren Lundeg,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Purevsuren Lundeg,1,0.0008984725965858,0.0,0
Glenn Dubin,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Glenn Dubin,1,0.0008984725965858,0.0,0
Alireza ITTIHADIEH,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Alireza ITTIHADIEH,1,0.0008984725965858,0.0,0
Stephen Alpher,2,0.0017969451931716084,0.0,0.013528027190910908,0.4664934153771258,Stephen Alpher,2,0.0017969451931716,0.0,1
Donald Rubin,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Donald Rubin,1,0.0008984725965858,0.0,0
Robert Kuhn,7,0.006289308176100629,7.271810583877911e-06,0.015095634195643906,0.467320898153848,Robert Kuhn,7,0.0062893081761006,7.271810583877911e-06,1
Robert L. Kuhn,2,0.0017969451931716084,0.0,0.012410963843768566,0.4662870023614722,Robert L. Kuhn,2,0.0017969451931716,0.0,1
Evan Engel,9,0.008086253369272238,0.0,0.01693857506856701,0.4685676413236671,Evan Engel,9,0.0080862533692722,0.0,18
Jamie Glick,9,0.008086253369272238,0.0,0.01693857506856701,0.4685676413236671,Jamie Glick,9,0.0080862533692722,0.0,18
Jamie Zuieback,9,0.008086253369272238,0.0,0.01693857506856701,0.4685676413236671,Jamie Zuieback,9,0.0080862533692722,0.0,18
Kimberly Alexander,9,0.008086253369272238,0.0,0.01693857506856701,0.4685676413236671,Kimberly Alexander,9,0.0080862533692722,0.0,18
Mary Edelman,9,0.008086253369272238,0.0,0.01693857506856701,0.4685676413236671,Mary Edelman,9,0.0080862533692722,0.0,18
Sophia Rosenbaum,9,0.008086253369272238,0.0,0.01693857506856701,0.4685676413236671,Sophia Rosenbaum,9,0.0080862533692722,0.0,18
Stuart Kurlander,9,0.008086253369272238,0.0,0.01693857506856701,0.4685676413236671,Stuart Kurlander,9,0.0080862533692722,0.0,18
Zoe Tillman,9,0.008086253369272238,0.0,0.01693857506856701,0.4685676413236671,Zoe Tillman,9,0.0080862533692722,0.0,18
Melanie,2,0.0017969451931716084,0.0,0.012473500467943934,0.4662870023614722,Melanie,2,0.0017969451931716,0.0,1
Jeremy Rubin,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Jeremy Rubin,1,0.0008984725965858,0.0,0
Robert Trivers,40,0.03593890386343217,0.00020044226459417735,0.051124847538968385,0.4751166029472169,Robert Trivers,40,0.0359389038634321,0.0002004422645941,6
ji,2,0.0017969451931716084,0.0,0.013243910093876017,0.4662870023614722,ji,2,0.0017969451931716,0.0,6
